customerID,churn_probability,tenure_risk,contract_risk,health_score,health_category,monthly_charges,annual_revenue_at_risk,recommended_action
0375-HVGXO,0.6594237125805285,0.9861111111111112,1.0,17.4,🔴 Critical,34.7,274.58,Immediate outreach — schedule call within 24 hours
4906-ZHGPK,0.07168822326962816,0.25,0.5,78.9,🟢 Healthy,70.7,60.82,Quarterly review — focus on expansion opportunities
8593-WHYHV,0.7909923104170433,0.9583333333333334,1.0,11.7,🔴 Critical,85.3,809.66,Immediate outreach — schedule call within 24 hours
3795-GWTRD,0.0063107103736749276,0.125,0.0,95.9,🟢 Healthy,75.55,5.72,Quarterly review — focus on expansion opportunities
1298-PHBTI,0.03817142549270107,0.01388888888888884,0.0,97.7,🟢 Healthy,84.8,38.84,Quarterly review — focus on expansion opportunities
6223-DHJGV,0.03910047203093554,0.41666666666666663,0.5,75.5,🟢 Healthy,20.65,9.69,Quarterly review — focus on expansion opportunities
6961-MJKBO,0.011285858531790044,0.3472222222222222,0.0,89.0,🟢 Healthy,20.45,2.77,Quarterly review — focus on expansion opportunities
6097-EQISJ,0.1450112540512949,0.08333333333333337,0.5,80.2,🟢 Healthy,102.45,178.28,Quarterly review — focus on expansion opportunities
4423-YLHDV,0.5759295496194299,0.7083333333333333,1.0,30.0,🔴 Critical,104.4,721.52,Immediate outreach — schedule call within 24 hours
8158-WPEZG,0.4064689646217301,0.8472222222222222,1.0,34.3,🔴 Critical,35.65,173.89,Immediate outreach — schedule call within 24 hours
0107-YHINA,0.8129426654641938,0.9861111111111112,1.0,9.8,🔴 Critical,99.75,973.09,Immediate outreach — schedule call within 24 hours
4918-FYJNT,0.21678816856807262,0.23611111111111116,1.0,62.1,🟡 At Risk,90.45,235.3,Proactive check-in — contact within 1 week
0727-BNRLG,0.03959564147354068,0.04166666666666663,0.0,96.8,🟢 Healthy,97.65,46.4,Quarterly review — focus on expansion opportunities
4854-CIDCF,0.6383932024409894,0.9583333333333334,1.0,19.3,🔴 Critical,73.85,565.74,Immediate outreach — schedule call within 24 hours
8640-SDGKB,0.515726070998703,0.9444444444444444,1.0,25.9,🔴 Critical,74.4,460.44,Immediate outreach — schedule call within 24 hours
3280-MRDOF,0.07537279607767607,0.5833333333333333,0.0,78.7,🟢 Healthy,69.1,62.5,Quarterly review — focus on expansion opportunities
6435-SRWBJ,0.6563022497661191,0.9305555555555556,1.0,19.3,🔴 Critical,82.75,651.71,Immediate outreach — schedule call within 24 hours
9964-WBQDJ,0.009400999207676555,0.01388888888888884,0.0,99.1,🟢 Healthy,24.4,2.75,Quarterly review — focus on expansion opportunities
6303-KFWSL,0.17914345220135736,0.5972222222222222,0.5,63.1,🟡 At Risk,55.25,118.77,Proactive check-in — contact within 1 week
1702-CCFNJ,0.07091827143609743,0.2777777777777778,1.0,68.1,🟡 At Risk,61.35,52.21,Proactive check-in — contact within 1 week
8932-CZHRQ,0.025642054715722482,0.05555555555555558,0.5,87.1,🟢 Healthy,76.75,23.62,Quarterly review — focus on expansion opportunities
0386-CWRGM,0.010664410050098954,0.36111111111111116,0.0,88.6,🟢 Healthy,19.4,2.48,Quarterly review — focus on expansion opportunities
5515-RUGKN,0.4014765455523136,0.8888888888888888,1.0,33.3,🔴 Critical,54.75,263.77,Immediate outreach — schedule call within 24 hours
0404-AHASP,0.004909734695271545,0.0,0.0,99.8,🟢 Healthy,19.7,1.16,Quarterly review — focus on expansion opportunities
7279-NMVJC,0.0620354702778734,0.7638888888888888,0.5,64.0,🟡 At Risk,19.9,14.81,Proactive check-in — contact within 1 week
2081-VEYEH,0.6845963977700817,0.9583333333333334,1.0,17.0,🔴 Critical,107.95,886.83,Immediate outreach — schedule call within 24 hours
6407-UTSLV,0.6659180415133508,0.9722222222222222,1.0,17.5,🔴 Critical,83.8,669.65,Immediate outreach — schedule call within 24 hours
4116-TZAQJ,0.4255849507271507,0.875,1.0,32.5,🔴 Critical,74.25,379.2,Immediate outreach — schedule call within 24 hours
9060-HJJRW,0.13410584059951006,0.29166666666666663,0.5,74.5,🟢 Healthy,56.4,90.76,Quarterly review — focus on expansion opportunities
2587-YNLES,0.03795391594949896,0.9166666666666666,0.0,70.6,🟢 Healthy,20.1,9.15,Quarterly review — focus on expansion opportunities
7398-SKNQZ,0.7842565129447365,0.9583333333333334,1.0,12.0,🔴 Critical,94.9,893.11,Immediate outreach — schedule call within 24 hours
5935-FCCNB,0.7831525085157581,0.7638888888888888,1.0,17.9,🔴 Critical,94.2,885.28,Immediate outreach — schedule call within 24 hours
1958-RNRKS,0.2620935751998146,0.5833333333333333,1.0,49.4,🟡 At Risk,49.9,156.94,Proactive check-in — contact within 1 week
5136-RGMZO,0.26037298914763984,0.5694444444444444,1.0,49.9,🟡 At Risk,71.05,221.99,Proactive check-in — contact within 1 week
8345-MVDYC,0.021774164042963475,0.375,0.0,87.7,🟢 Healthy,81.65,21.33,Quarterly review — focus on expansion opportunities
8226-BXGES,0.05771192333081657,0.11111111111111116,0.5,83.8,🟢 Healthy,89.45,61.95,Quarterly review — focus on expansion opportunities
3877-JRJIP,0.6040667144961571,0.9861111111111112,1.0,20.2,🔴 Critical,59.85,433.84,Immediate outreach — schedule call within 24 hours
8375-DKEBR,0.7206712131047772,0.9861111111111112,1.0,14.4,🔴 Critical,69.6,601.9,Immediate outreach — schedule call within 24 hours
9705-IOVQQ,0.19884911514924603,0.1527777777777778,0.5,75.5,🟢 Healthy,99.0,236.23,Quarterly review — focus on expansion opportunities
1015-OWJKI,0.18011135449606724,0.9861111111111112,1.0,41.4,🟡 At Risk,19.05,41.17,Proactive check-in — contact within 1 week
7511-YMXVQ,0.6738545502841095,0.875,1.0,20.1,🔴 Critical,45.4,367.12,Immediate outreach — schedule call within 24 hours
2040-XBAVJ,0.022919541802425673,0.0,0.0,98.9,🟢 Healthy,114.45,31.48,Quarterly review — focus on expansion opportunities
7551-JOHTI,0.1790807848887355,0.9861111111111112,1.0,41.5,🟡 At Risk,19.5,41.9,Proactive check-in — contact within 1 week
8887-IPQNC,0.3674784721102916,0.9027777777777778,1.0,34.5,🔴 Critical,44.25,195.13,Immediate outreach — schedule call within 24 hours
8646-JCOMS,0.0788495250011433,0.08333333333333337,0.5,83.6,🟢 Healthy,90.55,85.68,Quarterly review — focus on expansion opportunities
9804-ICWBG,0.6856766780252392,0.9861111111111112,1.0,16.1,🔴 Critical,69.9,575.15,Immediate outreach — schedule call within 24 hours
1222-KJNZD,0.06845205356407724,0.4444444444444444,1.0,63.2,🟡 At Risk,20.4,16.76,Proactive check-in — contact within 1 week
0106-GHRQR,0.3897756905511106,0.7777777777777778,1.0,37.2,🔴 Critical,71.4,333.96,Immediate outreach — schedule call within 24 hours
5318-IXUZF,0.6164634192007757,0.9722222222222222,1.0,20.0,🔴 Critical,87.15,644.7,Immediate outreach — schedule call within 24 hours
3768-VHXQO,0.007650333027050419,0.06944444444444442,0.0,97.5,🟢 Healthy,24.85,2.28,Quarterly review — focus on expansion opportunities
8952-WCVCD,0.19378353278500476,0.4305555555555556,0.5,67.4,🟡 At Risk,104.45,242.89,Proactive check-in — contact within 1 week
2418-TPEUN,0.009653617504929952,0.2222222222222222,0.0,92.9,🟢 Healthy,19.8,2.29,Quarterly review — focus on expansion opportunities
3963-RYFNS,0.03443142185818287,0.0,0.0,98.3,🟢 Healthy,116.45,48.11,Quarterly review — focus on expansion opportunities
3198-VELRD,0.7093763806579559,0.9583333333333334,1.0,15.8,🔴 Critical,84.75,721.44,Immediate outreach — schedule call within 24 hours
8540-ZQGEA,0.008763887256584751,0.25,0.0,92.1,🟢 Healthy,20.05,2.11,Quarterly review — focus on expansion opportunities
1320-REHCS,0.41452630914226657,0.2777777777777778,1.0,50.9,🟡 At Risk,110.75,550.91,Proactive check-in — contact within 1 week
4137-JOPHL,0.07237656617244373,0.3055555555555556,0.0,87.2,🟢 Healthy,89.7,77.91,Quarterly review — focus on expansion opportunities
9436-ZBZCT,0.6325434155519478,0.8055555555555556,1.0,24.2,🔴 Critical,89.95,682.77,Immediate outreach — schedule call within 24 hours
7801-CEDNV,0.06394479032988246,0.625,0.5,68.1,🟡 At Risk,48.7,37.37,Proactive check-in — contact within 1 week
2057-BOYKM,0.02443499298375006,0.0,0.0,98.8,🟢 Healthy,96.6,28.33,Quarterly review — focus on expansion opportunities
3658-QQJYD,0.04181533522771536,0.13888888888888884,0.5,83.7,🟢 Healthy,74.3,37.28,Quarterly review — focus on expansion opportunities
1803-BGNBD,0.28672514361863954,0.8333333333333334,1.0,40.7,🟡 At Risk,54.3,186.83,Proactive check-in — contact within 1 week
0134-XWXCE,0.08304416943863406,0.38888888888888884,0.5,74.2,🟢 Healthy,74.85,74.59,Quarterly review — focus on expansion opportunities
6950-TWMYB,0.036020300917140216,0.25,0.0,90.7,🟢 Healthy,79.95,34.56,Quarterly review — focus on expansion opportunities
5848-FHRFC,0.005745927958796368,0.05555555555555558,0.0,98.0,🟢 Healthy,20.05,1.38,Quarterly review — focus on expansion opportunities
2243-FNMMI,0.10503587824303287,0.7222222222222222,1.0,53.1,🟡 At Risk,19.4,24.45,Proactive check-in — contact within 1 week
2511-MORQY,0.055379637377203694,0.3055555555555556,0.5,78.1,🟢 Healthy,54.9,36.48,Quarterly review — focus on expansion opportunities
5356-KZCKT,0.013554771887963848,0.19444444444444442,0.0,93.5,🟢 Healthy,24.45,3.98,Quarterly review — focus on expansion opportunities
9470-XCCEM,0.4015275042160171,0.5138888888888888,1.0,44.5,🟡 At Risk,89.65,431.96,Proactive check-in — contact within 1 week
6519-CFDBX,0.46635628585929567,0.9722222222222222,1.0,27.5,🔴 Critical,45.4,254.07,Immediate outreach — schedule call within 24 hours
3902-MIVLE,0.01176156073541247,0.125,0.0,95.7,🟢 Healthy,75.7,10.68,Quarterly review — focus on expansion opportunities
0409-WTMPL,0.14157907851960932,0.19444444444444442,0.5,77.1,🟢 Healthy,110.65,187.99,Quarterly review — focus on expansion opportunities
8763-KIAFH,0.055839606300461704,0.625,0.5,68.5,🟡 At Risk,20.55,13.77,Proactive check-in — contact within 1 week
3669-WHAFY,0.03510910087762867,0.01388888888888884,0.0,97.8,🟢 Healthy,115.15,48.51,Quarterly review — focus on expansion opportunities
3055-VTCGS,0.040810294734420424,0.125,0.5,84.2,🟢 Healthy,58.55,28.67,Quarterly review — focus on expansion opportunities
3144-KMTWZ,0.21931880352095523,0.01388888888888884,1.0,68.6,🟡 At Risk,93.25,245.42,Proactive check-in — contact within 1 week
7279-BUYWN,0.4727298690424032,0.4305555555555556,1.0,43.4,🟡 At Risk,113.2,642.16,Proactive check-in — contact within 1 week
7156-MHUGY,0.7520691707676661,0.8194444444444444,1.0,17.8,🔴 Critical,90.5,816.75,Immediate outreach — schedule call within 24 hours
7198-GLXTC,0.6593675468685926,0.9722222222222222,1.0,17.9,🔴 Critical,79.0,625.08,Immediate outreach — schedule call within 24 hours
2007-QVGAW,0.007180352625252107,0.05555555555555558,0.0,98.0,🟢 Healthy,19.35,1.67,Quarterly review — focus on expansion opportunities
5207-PLSTK,0.2841413260803482,0.9861111111111112,1.0,36.2,🔴 Critical,48.75,166.22,Immediate outreach — schedule call within 24 hours
2307-FYNNL,0.0804889967431117,0.09722222222222221,0.0,93.1,🟢 Healthy,109.05,105.33,Quarterly review — focus on expansion opportunities
5605-XNWEN,0.01155105287740655,0.0,0.0,99.4,🟢 Healthy,25.0,3.47,Quarterly review — focus on expansion opportunities
2155-AMQRX,0.19231561797059807,0.6111111111111112,1.0,52.1,🟡 At Risk,54.9,126.7,Proactive check-in — contact within 1 week
6181-AXXYF,0.005487066230603298,0.0,0.0,99.7,🟢 Healthy,24.75,1.63,Quarterly review — focus on expansion opportunities
5091-HFAZW,0.6002568986003306,0.9722222222222222,1.0,20.8,🔴 Critical,91.15,656.56,Immediate outreach — schedule call within 24 hours
0516-VRYBW,0.050924328949828006,0.75,0.5,65.0,🟡 At Risk,20.15,12.31,Proactive check-in — contact within 1 week
2519-LBNQL,0.2981785137246696,0.16666666666666663,0.5,70.1,🟢 Healthy,104.35,373.38,Quarterly review — focus on expansion opportunities
8623-ULFNQ,0.38438455050119913,0.6388888888888888,1.0,41.6,🟡 At Risk,66.05,304.66,Proactive check-in — contact within 1 week
8380-PEFPE,0.6411214966189487,0.9861111111111112,1.0,18.4,🔴 Critical,71.65,551.24,Immediate outreach — schedule call within 24 hours
5687-DKDTV,0.16329367903209163,0.9444444444444444,1.0,43.5,🟡 At Risk,20.35,39.88,Proactive check-in — contact within 1 week
1568-LJSZU,0.013464717559518374,0.05555555555555558,0.0,97.7,🟢 Healthy,92.2,14.9,Quarterly review — focus on expansion opportunities
7530-HDYDS,0.21474872329354258,0.4722222222222222,1.0,55.1,🟡 At Risk,84.25,217.11,Proactive check-in — contact within 1 week
7789-HKSBS,0.2927658821643244,0.41666666666666663,0.5,62.9,🟡 At Risk,105.2,369.59,Proactive check-in — contact within 1 week
7416-CKTEP,0.012119426314504815,0.20833333333333337,0.0,93.1,🟢 Healthy,19.6,2.85,Quarterly review — focus on expansion opportunities
2586-CWXVV,0.15037297498057023,0.25,1.0,65.0,🟡 At Risk,30.4,54.86,Proactive check-in — contact within 1 week
3096-IZETN,0.5312425159315972,0.8333333333333334,1.0,28.4,🔴 Critical,78.1,497.88,Immediate outreach — schedule call within 24 hours
2348-KCJLT,0.04804889286567096,0.38888888888888884,0.5,75.9,🟢 Healthy,61.5,35.46,Quarterly review — focus on expansion opportunities
8401-EMUWF,0.12888110940770195,0.41666666666666663,1.0,61.1,🟡 At Risk,69.4,107.33,Proactive check-in — contact within 1 week
4193-IBKSW,0.005982961525388584,0.0,0.0,99.7,🟢 Healthy,24.75,1.78,Quarterly review — focus on expansion opportunities
5377-NDTOU,0.009882384763147992,0.01388888888888884,0.0,99.1,🟢 Healthy,91.05,10.8,Quarterly review — focus on expansion opportunities
5922-ABDVO,0.5571122546408308,0.7361111111111112,1.0,30.1,🔴 Critical,89.65,599.34,Immediate outreach — schedule call within 24 hours
2474-LCNUE,0.3476469936472124,0.6805555555555556,1.0,42.2,🟡 At Risk,73.65,307.25,Proactive check-in — contact within 1 week
0839-QNXME,0.01820792837285697,0.5833333333333333,0.0,81.6,🟢 Healthy,19.4,4.24,Quarterly review — focus on expansion opportunities
3506-OVLKD,0.045656711974146606,0.5138888888888888,0.5,72.3,🟢 Healthy,26.2,14.35,Quarterly review — focus on expansion opportunities
9172-ANCRX,0.7201652237592837,0.8611111111111112,1.0,18.2,🔴 Critical,98.7,852.96,Immediate outreach — schedule call within 24 hours
6650-VJONK,0.39967037352820206,0.9861111111111112,1.0,30.4,🔴 Critical,43.85,210.31,Immediate outreach — schedule call within 24 hours
2178-PMGCJ,0.4450534321850525,0.6944444444444444,1.0,36.9,🔴 Critical,69.7,372.24,Immediate outreach — schedule call within 24 hours
7492-TAFJD,0.07723651692419714,0.9027777777777778,0.0,69.1,🟡 At Risk,38.55,35.73,Proactive check-in — contact within 1 week
2773-MADBQ,0.04919810268077748,0.5,0.0,82.5,🟢 Healthy,53.1,31.35,Quarterly review — focus on expansion opportunities
6016-LVTJQ,0.06076403544347943,0.5277777777777778,1.0,61.1,🟡 At Risk,20.65,15.06,Proactive check-in — contact within 1 week
7860-KSUGX,0.006995779130608147,0.0,0.0,99.7,🟢 Healthy,64.45,5.41,Quarterly review — focus on expansion opportunities
8966-KZXXA,0.01750139097225207,0.5,0.0,84.1,🟢 Healthy,25.1,5.27,Quarterly review — focus on expansion opportunities
6910-HADCM,0.6063053315019087,0.9861111111111112,1.0,20.1,🔴 Critical,76.35,555.5,Immediate outreach — schedule call within 24 hours
4816-LXZYW,0.554134053162018,0.6805555555555556,1.0,31.9,🔴 Critical,79.15,526.32,Immediate outreach — schedule call within 24 hours
9606-PBKBQ,0.6466851417081247,0.5555555555555556,1.0,31.0,🔴 Critical,85.0,659.62,Immediate outreach — schedule call within 24 hours
5149-QYTTU,0.03600582584411619,0.01388888888888884,0.5,87.8,🟢 Healthy,95.15,41.11,Quarterly review — focus on expansion opportunities
2070-XYMFH,0.5513958039308432,0.6805555555555556,1.0,32.0,🔴 Critical,79.35,525.04,Immediate outreach — schedule call within 24 hours
2085-BOJKI,0.46938196130242216,0.7638888888888888,0.5,43.6,🟡 At Risk,96.65,544.39,Proactive check-in — contact within 1 week
0817-HSUSE,0.5359257087399586,0.9861111111111112,1.0,23.6,🔴 Critical,75.5,485.55,Immediate outreach — schedule call within 24 hours
5442-PPTJY,0.03159292891116378,0.8333333333333334,0.0,73.4,🟢 Healthy,19.7,7.47,Quarterly review — focus on expansion opportunities
1927-QEWMY,0.004849356413921828,0.0,0.0,99.8,🟢 Healthy,20.5,1.19,Quarterly review — focus on expansion opportunities
1663-MHLHE,0.17976731802200868,0.9861111111111112,1.0,41.4,🟡 At Risk,19.2,41.42,Proactive check-in — contact within 1 week
5663-QBGIS,0.06497543665590241,0.0,0.0,96.8,🟢 Healthy,98.35,76.68,Quarterly review — focus on expansion opportunities
4450-MDZFX,0.1631566684395637,0.16666666666666663,1.0,66.8,🟡 At Risk,74.35,145.57,Proactive check-in — contact within 1 week
6701-DHKWQ,0.016745683402786246,0.1527777777777778,0.0,94.6,🟢 Healthy,51.35,10.32,Quarterly review — focus on expansion opportunities
7554-AKDQF,0.2965519696450254,0.9166666666666666,1.0,37.7,🔴 Critical,45.65,162.45,Immediate outreach — schedule call within 24 hours
3536-IQCTX,0.5666430152550133,0.5555555555555556,1.0,35.0,🔴 Critical,85.3,580.02,Immediate outreach — schedule call within 24 hours
4911-BANWH,0.42571281655394433,0.5694444444444444,1.0,41.6,🟡 At Risk,86.55,442.15,Proactive check-in — contact within 1 week
8496-EJAUI,0.4138485949673745,0.7361111111111112,1.0,37.2,🔴 Critical,73.85,366.75,Immediate outreach — schedule call within 24 hours
0794-YVSGE,0.004467418627823707,0.0,0.0,99.8,🟢 Healthy,20.3,1.09,Quarterly review — focus on expansion opportunities
5423-BHIXO,0.2784742936058867,0.5555555555555556,1.0,49.4,🟡 At Risk,54.2,181.12,Proactive check-in — contact within 1 week
6908-VVYHM,0.3126265656313457,0.09722222222222221,1.0,61.5,🟡 At Risk,90.65,340.08,Proactive check-in — contact within 1 week
2959-EEXWB,0.21096439245217993,0.375,1.0,58.2,🟡 At Risk,50.9,128.86,Proactive check-in — contact within 1 week
1839-UMACK,0.05107218560652239,0.41666666666666663,0.5,74.9,🟢 Healthy,25.05,15.35,Quarterly review — focus on expansion opportunities
